FIPS,State,"County, State",Year,Overall Food Insecurity Rate (1 Year),# of Food Insecure Persons Overall (1 Year),Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons ",Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Child Food Insecurity Rate (1 Year),# of Food Insecure Children (1 Year),% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal (1 Year),Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
41003,OR,"Benton County, Oregon",2019,10.80%,"9,870",,23%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",70.10%,,29.90%,12.10%,"1,810",60%,40%,$3.46 ,$19.52 ,"$5,843,000.00 "
41005,OR,"Clackamas County, Oregon",2019,8.40%,"34,620",23%,18%,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",49.50%,,50.50%,10.40%,"9,300",52%,48%,$3.55 ,$20.02 ,"$21,029,000.00 "
41007,OR,"Clatsop County, Oregon",2019,11.80%,"4,610",,19%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",72.20%,,27.80%,13.60%,"1,010",88%,12%,$3.21 ,$18.11 ,"$2,533,000.00 "
41009,OR,"Columbia County, Oregon",2019,11.40%,"5,840",,22%,11%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",63.80%,,36.20%,15.70%,"1,720",67%,33%,$3.71 ,$20.94 ,"$3,709,000.00 "
41011,OR,"Coos County, Oregon",2019,15.20%,"9,650",,22%,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",75.70%,,24.30%,21.90%,"2,580",77%,23%,$3.33 ,$18.74 ,"$5,486,000.00 "
41013,OR,"Crook County, Oregon",2019,13.10%,"3,010",,25%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",77.20%,,22.80%,20.90%,950,80%,20%,$4.64 ,$26.14 ,"$2,387,000.00 "
41015,OR,"Curry County, Oregon",2019,13.80%,"3,110",,24%,13%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",70.20%,,29.80%,17.90%,590,60%,40%,$3.78 ,$21.30 ,"$2,009,000.00 "
41017,OR,"Deschutes County, Oregon",2019,10.20%,"19,030",,19%,10%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",58.30%,,41.70%,13.80%,"5,240",64%,36%,$3.57 ,$20.14 ,"$11,627,000.00 "
41019,OR,"Douglas County, Oregon",2019,14.00%,"15,280",,24%,13%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",76.60%,,23.40%,20.80%,"4,410",81%,20%,$3.14 ,$17.71 ,"$8,211,000.00 "
41021,OR,"Gilliam County, Oregon",2019,12.10%,230,,,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",69.00%,,31.00%,14.00%,50,81%,19%,$3.64 ,$20.53 ,"$143,000.00 "
41023,OR,"Grant County, Oregon",2019,16.60%,"1,190",,,16%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",70.90%,,29.10%,23.80%,310,83%,17%,$3.16 ,$17.82 ,"$643,000.00 "
41025,OR,"Harney County, Oregon",2019,12.80%,930,,,13%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",83.10%,,16.90%,17.40%,260,68%,32%,$3.29 ,$18.53 ,"$523,000.00 "
41027,OR,"Hood River County, Oregon",2019,6.60%,"1,540",,18%,7%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",94.60%,,5.40%,7.70%,430,100%,0%,$3.78 ,$21.31 ,"$996,000.00 "
41029,OR,"Jackson County, Oregon",2019,12.70%,"27,520",28%,23%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",73.50%,,26.50%,17.50%,"7,830",78%,22%,$3.26 ,$18.40 ,"$15,358,000.00 "
41031,OR,"Jefferson County, Oregon",2019,13.80%,"3,260",,20%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",70.50%,,29.50%,19.20%,"1,070",80%,20%,$3.76 ,$21.21 ,"$2,097,000.00 "
41033,OR,"Josephine County, Oregon",2019,15.00%,"12,960",,25%,15%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",80.50%,,19.50%,21.50%,"3,640",83%,17%,$3.26 ,$18.39 ,"$7,229,000.00 "
41035,OR,"Klamath County, Oregon",2019,15.40%,"10,340",,23%,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",80.30%,,19.70%,22.10%,"3,210",87%,13%,$3.33 ,$18.75 ,"$5,881,000.00 "
41037,OR,"Lake County, Oregon",2019,15.70%,"1,230",,27%,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",75.50%,,24.50%,21.50%,320,83%,17%,$3.25 ,$18.30 ,"$683,000.00 "
41039,OR,"Lane County, Oregon",2019,13.60%,"50,680",25%,23%,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",72.40%,,27.60%,17.40%,"12,090",73%,27%,$3.32 ,$18.73 ,"$28,796,000.00 "
41041,OR,"Lincoln County, Oregon",2019,14.40%,"7,010",,22%,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",77.10%,,22.90%,21.10%,"1,730",89%,11%,$3.72 ,$20.97 ,"$4,460,000.00 "
41043,OR,"Linn County, Oregon",2019,12.70%,"15,860",12%,21%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",71.80%,,28.20%,16.90%,"4,790",79%,21%,$3.11 ,$17.55 ,"$8,441,000.00 "
41045,OR,"Malheur County, Oregon",2019,13.90%,"4,230",,24%,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",82.60%,,17.40%,19.10%,"1,480",92%,8%,$2.69 ,$15.15 ,"$1,944,000.00 "
41047,OR,"Marion County, Oregon",2019,11.20%,"37,990",26%,21%,11%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",78.60%,,21.40%,15.00%,"12,640",84%,16%,$3.10 ,$17.48 ,"$20,149,000.00 "
41049,OR,"Morrow County, Oregon",2019,10.20%,"1,160",,21%,10%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",98.00%,,2.00%,16.00%,500,89%,11%,$3.09 ,$17.40 ,"$612,000.00 "
41051,OR,"Multnomah County, Oregon",2019,11.20%,"89,810",28%,22%,10%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",63.70%,,36.30%,13.60%,"20,830",66%,34%,$3.63 ,$20.48 ,"$55,798,000.00 "
41053,OR,"Polk County, Oregon",2019,10.50%,"8,740",33%,20%,10%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",69.20%,,30.80%,13.90%,"2,630",73%,27%,$3.30 ,$18.61 ,"$4,934,000.00 "
41055,OR,"Sherman County, Oregon",2019,13.40%,220,,,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",72.00%,,28.00%,18.80%,50,78%,22%,$3.83 ,$21.60 ,"$144,000.00 "
41057,OR,"Tillamook County, Oregon",2019,12.70%,"3,360",,25%,11%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",79.60%,,20.40%,18.50%,930,92%,8%,$3.75 ,$21.13 ,"$2,154,000.00 "
41059,OR,"Umatilla County, Oregon",2019,12.80%,"9,890",,21%,13%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",78.40%,,21.60%,18.40%,"3,620",85%,15%,$3.08 ,$17.38 ,"$5,213,000.00 "
41061,OR,"Union County, Oregon",2019,12.50%,"3,300",,21%,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",75.20%,,24.80%,17.50%,"1,010",83%,18%,$3.20 ,$18.02 ,"$1,804,000.00 "
41063,OR,"Wallowa County, Oregon",2019,13.70%,960,,,12%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",65.10%,,34.90%,20.10%,260,69%,31%,$3.13 ,$17.62 ,"$513,000.00 "
41065,OR,"Wasco County, Oregon",2019,11.80%,"3,080",,19%,11%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",76.00%,,24.00%,15.90%,930,83%,17%,$3.75 ,$21.12 ,"$1,973,000.00 "
41067,OR,"Washington County, Oregon",2019,8.40%,"49,270",18%,19%,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",57.40%,,42.60%,10.00%,"13,740",65%,35%,$3.39 ,$19.11 ,"$28,562,000.00 "
41069,OR,"Wheeler County, Oregon",2019,13.60%,190,,,14%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",100.00%,,0.00%,20.30%,50,98%,2%,$3.32 ,$18.70 ,"$108,000.00 "
41071,OR,"Yamhill County, Oregon",2019,10.20%,"10,670",,21%,10%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",68.50%,,31.50%,14.30%,"3,360",77%,23%,$3.45 ,$19.44 ,"$6,291,000.00 "
42001,PA,"Adams County, Pennsylvania",2019,8.20%,"8,420",,16%,8%,160%,SNAP,185%,Other Nutrition Program,47.90%,7.80%,44.30%,11.10%,"2,300",73%,27%,$3.67 ,$20.70 ,"$5,287,000.00 "
42003,PA,"Allegheny County, Pennsylvania",2019,10.40%,"126,660",25%,16%,9%,160%,SNAP,185%,Other Nutrition Program,53.70%,2.00%,44.30%,13.90%,"31,950",60%,40%,$3.34 ,$18.80 ,"$72,238,000.00 "
42005,PA,"Armstrong County, Pennsylvania",2019,12.10%,"7,940",30%,16%,11%,160%,SNAP,185%,Other Nutrition Program,57.50%,8.20%,34.40%,16.30%,"2,070",82%,18%,$2.83 ,$15.96 ,"$3,843,000.00 "
42007,PA,"Beaver County, Pennsylvania",2019,11.00%,"18,180",26%,18%,9%,160%,SNAP,185%,Other Nutrition Program,53.70%,5.40%,41.00%,15.90%,"5,130",71%,29%,$3.02 ,$17.00 ,"$9,373,000.00 "
42009,PA,"Bedford County, Pennsylvania",2019,11.50%,"5,560",,20%,10%,160%,SNAP,185%,Other Nutrition Program,58.90%,10.20%,30.90%,15.20%,"1,450",89%,11%,$3.50 ,$19.70 ,"$3,323,000.00 "
42011,PA,"Berks County, Pennsylvania",2019,9.40%,"39,480",20%,22%,8%,160%,SNAP,185%,Other Nutrition Program,62.40%,5.80%,31.90%,13.60%,"12,770",81%,19%,$3.20 ,$18.04 ,"$21,608,000.00 "
42013,PA,"Blair County, Pennsylvania",2019,13.00%,"16,000",27%,27%,11%,160%,SNAP,185%,Other Nutrition Program,58.30%,7.40%,34.40%,17.50%,"4,400",78%,22%,$3.17 ,$17.85 ,"$8,665,000.00 "
42015,PA,"Bradford County, Pennsylvania",2019,11.60%,"7,080",,20%,10%,160%,SNAP,185%,Other Nutrition Program,59.60%,8.50%,31.90%,15.90%,"2,140",87%,13%,$2.93 ,$16.54 ,"$3,552,000.00 "
42017,PA,"Bucks County, Pennsylvania",2019,7.20%,"45,120",16%,16%,6%,160%,SNAP,185%,Other Nutrition Program,38.40%,5.40%,56.20%,8.50%,"10,980",57%,43%,$3.57 ,$20.12 ,"$27,539,000.00 "
42019,PA,"Butler County, Pennsylvania",2019,8.90%,"16,720",21%,14%,8%,160%,SNAP,185%,Other Nutrition Program,43.20%,6.70%,50.10%,10.50%,"3,970",61%,39%,$3.20 ,$18.03 ,"$9,145,000.00 "
42021,PA,"Cambria County, Pennsylvania",2019,13.50%,"17,900",35%,25%,11%,160%,SNAP,185%,Other Nutrition Program,56.30%,5.90%,37.80%,20.00%,"5,130",71%,29%,$3.02 ,$17.03 ,"$9,246,000.00 "
42023,PA,"Cameron County, Pennsylvania",2019,14.20%,660,,,12%,160%,SNAP,185%,Other Nutrition Program,64.10%,10.90%,25.00%,22.10%,170,95%,5%,$3.04 ,$17.12 ,"$343,000.00 "
42025,PA,"Carbon County, Pennsylvania",2019,11.70%,"7,490",28%,25%,10%,160%,SNAP,185%,Other Nutrition Program,52.10%,7.90%,40.00%,17.10%,"2,120",69%,31%,$3.01 ,$16.97 ,"$3,857,000.00 "
42027,PA,"Centre County, Pennsylvania",2019,9.30%,"15,090",27%,20%,11%,160%,SNAP,185%,Other Nutrition Program,66.80%,3.20%,30.00%,9.60%,"2,350",79%,21%,$3.68 ,$20.74 ,"$9,494,000.00 "
42029,PA,"Chester County, Pennsylvania",2019,6.30%,"32,740",17%,14%,6%,160%,SNAP,185%,Other Nutrition Program,43.30%,4.00%,52.70%,6.80%,"8,120",70%,30%,$4.02 ,$22.68 ,"$22,526,000.00 "
42031,PA,"Clarion County, Pennsylvania",2019,13.30%,"5,140",26%,,13%,160%,SNAP,185%,Other Nutrition Program,64.10%,7.00%,28.90%,17.40%,"1,270",82%,18%,$2.79 ,$15.72 ,"$2,451,000.00 "
42033,PA,"Clearfield County, Pennsylvania",2019,13.00%,"10,420",40%,,12%,160%,SNAP,185%,Other Nutrition Program,58.70%,7.90%,33.50%,19.80%,"2,940",85%,16%,$3.05 ,$17.18 ,"$5,430,000.00 "
42035,PA,"Clinton County, Pennsylvania",2019,13.30%,"5,160",24%,22%,12%,160%,SNAP,185%,Other Nutrition Program,59.70%,6.60%,33.70%,17.10%,"1,350",82%,18%,$3.11 ,$17.52 ,"$2,742,000.00 "
42037,PA,"Columbia County, Pennsylvania",2019,11.70%,"7,720",,24%,11%,160%,SNAP,185%,Other Nutrition Program,57.50%,6.40%,36.10%,15.60%,"1,810",77%,24%,$3.18 ,$17.92 ,"$4,197,000.00 "
42039,PA,"Crawford County, Pennsylvania",2019,12.40%,"10,640",24%,,11%,160%,SNAP,185%,Other Nutrition Program,60.80%,7.60%,31.60%,16.90%,"3,040",87%,13%,$3.03 ,$17.08 ,"$5,512,000.00 "
42041,PA,"Cumberland County, Pennsylvania",2019,8.10%,"20,200",26%,18%,7%,160%,SNAP,185%,Other Nutrition Program,43.40%,7.70%,49.00%,10.20%,"5,150",72%,28%,$3.44 ,$19.39 ,"$11,882,000.00 "
42043,PA,"Dauphin County, Pennsylvania",2019,9.70%,"26,730",23%,19%,8%,160%,SNAP,185%,Other Nutrition Program,62.70%,0.20%,37.10%,15.50%,"9,620",63%,37%,$3.24 ,$18.25 ,"$14,798,000.00 "
42045,PA,"Delaware County, Pennsylvania",2019,8.50%,"48,040",20%,17%,7%,160%,SNAP,185%,Other Nutrition Program,53.40%,46.60%,0.00%,12.80%,"16,050",54%,46%,$3.70 ,$20.85 ,"$30,384,000.00 "
42047,PA,"Elk County, Pennsylvania",2019,10.70%,"3,260",,,9%,160%,SNAP,185%,Other Nutrition Program,51.50%,9.70%,38.80%,15.00%,880,72%,28%,$3.22 ,$18.17 ,"$1,797,000.00 "
42049,PA,"Erie County, Pennsylvania",2019,12.50%,"34,340",29%,25%,11%,160%,SNAP,185%,Other Nutrition Program,62.40%,4.40%,33.20%,17.80%,"10,510",78%,22%,$3.16 ,$17.81 ,"$18,552,000.00 "
42051,PA,"Fayette County, Pennsylvania",2019,14.60%,"19,190",32%,22%,13%,160%,SNAP,185%,Other Nutrition Program,62.20%,5.50%,32.30%,21.60%,"5,460",80%,20%,$3.02 ,$17.01 ,"$9,904,000.00 "
42053,PA,"Forest County, Pennsylvania",2019,14.70%,"1,080",,,13%,160%,SNAP,185%,Other Nutrition Program,35.70%,64.30%,0.00%,26.40%,210,67%,33%,$2.92 ,$16.45 ,"$539,000.00 "
42055,PA,"Franklin County, Pennsylvania",2019,9.80%,"15,050",19%,18%,9%,160%,SNAP,185%,Other Nutrition Program,54.30%,8.00%,37.70%,13.50%,"4,660",85%,15%,$3.23 ,$18.20 ,"$8,309,000.00 "
42057,PA,"Fulton County, Pennsylvania",2019,11.30%,"1,640",,,10%,160%,SNAP,185%,Other Nutrition Program,56.20%,10.40%,33.40%,15.40%,450,83%,17%,$3.14 ,$17.70 ,"$881,000.00 "
42059,PA,"Greene County, Pennsylvania",2019,12.90%,"4,750",,14%,11%,160%,SNAP,185%,Other Nutrition Program,49.90%,4.90%,45.20%,17.70%,"1,260",71%,29%,$2.88 ,$16.24 ,"$2,339,000.00 "
42061,PA,"Huntingdon County, Pennsylvania",2019,12.20%,"5,520",20%,13%,11%,160%,SNAP,185%,Other Nutrition Program,53.40%,7.80%,38.80%,18.20%,"1,510",87%,14%,$3.25 ,$18.34 ,"$3,071,000.00 "
42063,PA,"Indiana County, Pennsylvania",2019,12.50%,"10,600",,11%,12%,160%,SNAP,185%,Other Nutrition Program,63.20%,4.60%,32.20%,16.80%,"2,570",82%,18%,$3.14 ,$17.69 ,"$5,689,000.00 "
42065,PA,"Jefferson County, Pennsylvania",2019,12.90%,"5,660",,,11%,160%,SNAP,185%,Other Nutrition Program,62.00%,9.50%,28.50%,18.20%,"1,700",91%,9%,$2.83 ,$15.97 ,"$2,742,000.00 "
42067,PA,"Juniata County, Pennsylvania",2019,10.70%,"2,640",,19%,9%,160%,SNAP,185%,Other Nutrition Program,62.80%,9.40%,27.70%,14.50%,810,89%,11%,$3.36 ,$18.92 ,"$1,516,000.00 "
42069,PA,"Lackawanna County, Pennsylvania",2019,12.70%,"26,750",25%,25%,10%,160%,SNAP,185%,Other Nutrition Program,58.70%,5.50%,35.80%,16.80%,"7,240",78%,23%,$3.32 ,$18.74 ,"$15,203,000.00 "
42071,PA,"Lancaster County, Pennsylvania",2019,9.00%,"48,940",22%,20%,8%,160%,SNAP,185%,Other Nutrition Program,55.20%,8.20%,36.60%,11.70%,"15,000",84%,16%,$3.37 ,$19.01 ,"$28,218,000.00 "
42073,PA,"Lawrence County, Pennsylvania",2019,12.70%,"11,030",28%,20%,11%,160%,SNAP,185%,Other Nutrition Program,59.90%,5.80%,34.30%,18.00%,"3,120",74%,26%,$3.13 ,$17.62 ,"$5,896,000.00 "
42075,PA,"Lebanon County, Pennsylvania",2019,9.80%,"13,660",18%,21%,8%,160%,SNAP,185%,Other Nutrition Program,56.10%,8.20%,35.70%,13.10%,"4,210",83%,17%,$3.17 ,$17.87 ,"$7,405,000.00 "
42077,PA,"Lehigh County, Pennsylvania",2019,10.00%,"36,680",22%,21%,8%,160%,SNAP,185%,Other Nutrition Program,64.20%,5.50%,30.30%,14.10%,"11,690",82%,18%,$3.35 ,$18.89 ,"$21,017,000.00 "
42079,PA,"Luzerne County, Pennsylvania",2019,12.50%,"39,670",32%,22%,10%,160%,SNAP,185%,Other Nutrition Program,60.80%,5.10%,34.10%,18.80%,"11,770",77%,23%,$3.20 ,$18.03 ,"$21,695,000.00 "
42081,PA,"Lycoming County, Pennsylvania",2019,12.10%,"13,790",33%,18%,10%,160%,SNAP,185%,Other Nutrition Program,55.70%,7.20%,37.10%,17.20%,"4,040",75%,25%,$3.20 ,$18.02 ,"$7,536,000.00 "
42083,PA,"McKean County, Pennsylvania",2019,13.70%,"5,670",25%,18%,12%,160%,SNAP,185%,Other Nutrition Program,58.20%,5.20%,36.60%,20.20%,"1,650",78%,22%,$2.87 ,$16.19 ,"$2,785,000.00 "
42085,PA,"Mercer County, Pennsylvania",2019,12.60%,"14,030",32%,18%,11%,160%,SNAP,185%,Other Nutrition Program,53.80%,5.80%,40.40%,18.90%,"4,130",72%,28%,$2.86 ,$16.10 ,"$6,851,000.00 "
42087,PA,"Mifflin County, Pennsylvania",2019,12.40%,"5,730",,25%,11%,160%,SNAP,185%,Other Nutrition Program,62.90%,8.70%,28.30%,17.70%,"1,840",92%,8%,$2.88 ,$16.22 ,"$2,819,000.00 "
42089,PA,"Monroe County, Pennsylvania",2019,9.40%,"15,760",13%,16%,10%,160%,SNAP,185%,Other Nutrition Program,62.10%,2.60%,35.30%,14.50%,"4,840",67%,33%,$3.22 ,$18.12 ,"$8,665,000.00 "
42091,PA,"Montgomery County, Pennsylvania",2019,6.90%,"56,820",15%,15%,6%,160%,SNAP,185%,Other Nutrition Program,39.90%,3.50%,56.70%,8.00%,"14,380",56%,44%,$3.63 ,$20.48 ,"$35,296,000.00 "
42093,PA,"Montour County, Pennsylvania",2019,10.50%,"1,910",,,9%,160%,SNAP,185%,Other Nutrition Program,55.10%,7.50%,37.30%,13.40%,490,74%,27%,$3.17 ,$17.87 ,"$1,035,000.00 "
42095,PA,"Northampton County, Pennsylvania",2019,8.60%,"26,150",14%,18%,8%,160%,SNAP,185%,Other Nutrition Program,50.80%,5.00%,44.20%,12.20%,"7,380",67%,33%,$3.60 ,$20.28 ,"$16,086,000.00 "
42097,PA,"Northumberland County, Pennsylvania",2019,12.70%,"11,610",,24%,11%,160%,SNAP,185%,Other Nutrition Program,59.40%,8.90%,31.80%,17.70%,"3,190",82%,18%,$2.90 ,$16.34 ,"$5,753,000.00 "
42099,PA,"Perry County, Pennsylvania",2019,9.60%,"4,430",,18%,8%,160%,SNAP,185%,Other Nutrition Program,53.80%,8.20%,38.10%,12.60%,"1,250",90%,10%,$3.36 ,$18.92 ,"$2,543,000.00 "
42101,PA,"Philadelphia County, Pennsylvania",2019,14.40%,"226,890",24%,24%,12%,160%,SNAP,185%,Other Nutrition Program,82.30%,17.70%,0.00%,24.20%,"83,460",57%,43%,$3.51 ,$19.79 ,"$136,179,000.00 "
42103,PA,"Pike County, Pennsylvania",2019,9.90%,"5,460",8%,15%,10%,160%,SNAP,185%,Other Nutrition Program,52.50%,7.20%,40.30%,15.80%,"1,580",66%,34%,$3.41 ,$19.21 ,"$3,181,000.00 "
42105,PA,"Potter County, Pennsylvania",2019,13.40%,"2,250",,,12%,160%,SNAP,185%,Other Nutrition Program,63.90%,7.10%,29.00%,19.30%,670,85%,15%,$3.06 ,$17.23 ,"$1,176,000.00 "
42107,PA,"Schuylkill County, Pennsylvania",2019,12.00%,"17,140",36%,23%,10%,160%,SNAP,185%,Other Nutrition Program,57.40%,8.60%,34.00%,16.60%,"4,670",83%,17%,$3.11 ,$17.51 ,"$9,105,000.00 "
42109,PA,"Snyder County, Pennsylvania",2019,10.90%,"4,400",,18%,9%,160%,SNAP,185%,Other Nutrition Program,52.30%,7.10%,40.60%,15.40%,"1,310",88%,12%,$3.02 ,$17.05 ,"$2,275,000.00 "
42111,PA,"Somerset County, Pennsylvania",2019,11.90%,"8,860",,16%,11%,160%,SNAP,185%,Other Nutrition Program,55.80%,7.80%,36.40%,17.80%,"2,420",83%,17%,$2.96 ,$16.71 ,"$4,490,000.00 "
42113,PA,"Sullivan County, Pennsylvania",2019,12.10%,740,,,10%,160%,SNAP,185%,Other Nutrition Program,56.10%,10.80%,33.10%,17.60%,130,86%,14%,$3.21 ,$18.10 ,"$406,000.00 "
42115,PA,"Susquehanna County, Pennsylvania",2019,11.40%,"4,650",,18%,11%,160%,SNAP,185%,Other Nutrition Program,56.60%,9.30%,34.10%,16.30%,"1,250",85%,15%,$3.68 ,$20.75 ,"$2,926,000.00 "
42117,PA,"Tioga County, Pennsylvania",2019,12.70%,"5,210",,23%,11%,160%,SNAP,185%,Other Nutrition Program,61.40%,9.80%,28.80%,16.90%,"1,380",84%,16%,$3.17 ,$17.86 ,"$2,823,000.00 "
42119,PA,"Union County, Pennsylvania",2019,10.10%,"4,550",,31%,9%,160%,SNAP,185%,Other Nutrition Program,42.70%,4.70%,52.60%,12.70%,"1,020",76%,24%,$3.46 ,$19.47 ,"$2,687,000.00 "
42121,PA,"Venango County, Pennsylvania",2019,12.80%,"6,630",,20%,12%,160%,SNAP,185%,Other Nutrition Program,60.10%,10.50%,29.40%,17.60%,"1,790",87%,13%,$2.89 ,$16.31 ,"$3,280,000.00 "
42123,PA,"Warren County, Pennsylvania",2019,11.70%,"4,670",,,10%,160%,SNAP,185%,Other Nutrition Program,56.10%,9.20%,34.70%,17.20%,"1,330",81%,20%,$2.89 ,$16.31 ,"$2,311,000.00 "
42125,PA,"Washington County, Pennsylvania",2019,10.10%,"20,950",22%,16%,9%,160%,SNAP,185%,Other Nutrition Program,48.40%,6.00%,45.70%,13.00%,"5,260",67%,33%,$3.30 ,$18.60 ,"$11,819,000.00 "
42127,PA,"Wayne County, Pennsylvania",2019,11.20%,"5,780",,19%,10%,160%,SNAP,185%,Other Nutrition Program,51.60%,5.90%,42.50%,15.60%,"1,340",74%,26%,$3.38 ,$19.03 ,"$3,336,000.00 "
42129,PA,"Westmoreland County, Pennsylvania",2019,10.40%,"36,690",27%,17%,9%,160%,SNAP,185%,Other Nutrition Program,47.80%,6.80%,45.40%,13.90%,"9,080",66%,34%,$3.19 ,$18.00 ,"$20,034,000.00 "
42131,PA,"Wyoming County, Pennsylvania",2019,10.60%,"2,900",,15%,10%,160%,SNAP,185%,Other Nutrition Program,49.90%,7.40%,42.70%,14.40%,770,69%,31%,$3.18 ,$17.91 ,"$1,576,000.00 "
42133,PA,"York County, Pennsylvania",2019,9.00%,"40,110",21%,21%,8%,160%,SNAP,185%,Other Nutrition Program,53.30%,5.50%,41.30%,12.70%,"12,510",71%,29%,$3.27 ,$18.45 ,"$22,442,000.00 "
44001,RI,"Bristol County, Rhode Island",2019,7.60%,"3,680",,12%,6%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",49.60%,,50.40%,9.00%,830,63%,37%,$4.92 ,$27.70 ,"$3,092,000.00 "
44003,RI,"Kent County, Rhode Island",2019,8.60%,"14,100",10%,13%,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",54.80%,,45.20%,12.00%,"3,720",68%,32%,$3.51 ,$19.80 ,"$8,467,000.00 "
44005,RI,"Newport County, Rhode Island",2019,8.60%,"7,110",23%,16%,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",52.30%,,47.70%,11.70%,"1,660",68%,32%,$3.83 ,$21.57 ,"$4,652,000.00 "
44007,RI,"Providence County, Rhode Island",2019,11.00%,"69,740",21%,19%,9%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",70.30%,,29.70%,16.40%,"21,600",79%,21%,$3.53 ,$19.90 ,"$42,102,000.00 "
44009,RI,"Washington County, Rhode Island",2019,7.40%,"9,360",18%,15%,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",51.00%,,49.00%,10.60%,"2,260",59%,42%,$3.98 ,$22.42 ,"$6,367,000.00 "
45001,SC,"Abbeville County, South Carolina",2019,12.50%,"3,080",20%,,10%,130%,SNAP,185%,Other Nutrition Program,63.70%,12.60%,23.70%,17.70%,900,71%,29%,$3.30 ,$18.61 ,"$1,739,000.00 "
45003,SC,"Aiken County, South Carolina",2019,10.00%,"16,810",18%,13%,10%,130%,SNAP,185%,Other Nutrition Program,60.30%,17.00%,22.70%,13.90%,"5,100",77%,23%,$2.93 ,$16.51 ,"$8,418,000.00 "
45005,SC,"Allendale County, South Carolina",2019,13.40%,"1,210",25%,,8%,130%,SNAP,185%,Other Nutrition Program,78.40%,21.60%,0.00%,29.40%,500,42%,58%,$2.96 ,$16.69 ,"$613,000.00 "
45007,SC,"Anderson County, South Carolina",2019,11.00%,"21,850",19%,15%,10%,130%,SNAP,185%,Other Nutrition Program,56.40%,16.70%,26.90%,13.50%,"6,130",77%,23%,$2.90 ,$16.32 ,"$10,815,000.00 "
